% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
2.20221	1	2	2	2.87377e-13	605.844	0
2.20221	1	3	3	4.43925e-14	93.5876	0
2.20321	1	1	1	1.3369e-13	281.844	0
2.20321	1	2	2	2.87361e-13	605.81	0
2.20321	1	3	3	4.43966e-14	93.5962	0
2.20421	1	1	1	1.33689e-13	281.841	0
2.20421	1	2	2	2.87345e-13	605.777	0
2.20421	1	3	3	4.44007e-14	93.6049	0
2.20521	1	1	1	1.33688e-13	281.838	0
2.20521	1	2	2	2.87329e-13	605.744	0
2.20521	1	3	3	4.44048e-14	93.6136	0
2.20621	1	1	1	1.33686e-13	281.836	0
2.20621	1	2	2	2.87314e-13	605.71	0
2.20621	1	3	3	4.4409e-14	93.6223	0
2.20721	1	1	1	1.33685e-13	281.833	0
2.20721	1	2	2	2.87298e-13	605.677	0
2.20721	1	3	3	4.44131e-14	93.631	0
2.20821	1	1	1	1.33684e-13	281.83	0
2.20821	1	2	2	2.87282e-13	605.643	0
2.20821	1	3	3	4.44172e-14	93.6397	0
2.20921	1	1	1	1.33682e-13	281.827	0
2.20921	1	2	2	2.87266e-13	605.61	0
2.20921	1	3	3	4.44213e-14	93.6484	0
2.21021	1	1	1	1.33681e-13	281.825	0
2.21021	1	2	2	2.8725e-13	605.577	0
2.21021	1	3	3	4.44254e-14	93.6571	0
2.21121	1	1	1	1.3368e-13	281.822	0
2.21121	1	2	2	2.87234e-13	605.543	0
2.21121	1	3	3	4.44296e-14	93.6657	0
2.21221	1	1	1	1.33679e-13	281.819	0
2.21221	1	2	2	2.87219e-13	605.51	0
2.21221	1	3	3	4.44337e-14	93.6744	0
2.21321	1	1	1	1.33677e-13	281.816	0
2.21321	1	2	2	2.87203e-13	605.476	0
2.21321	1	3	3	4.44378e-14	93.6831	0
2.21421	1	1	1	1.33676e-13	281.814	0
2.21421	1	2	2	2.87187e-13	605.443	0
2.21421	1	3	3	4.44419e-14	93.6918	0
2.21521	1	1	1	1.33675e-13	281.811	0
2.21521	1	2	2	2.87171e-13	605.41	0
2.21521	1	3	3	4.44461e-14	93.7005	0
2.21621	1	1	1	1.33673e-13	281.808	0
2.21621	1	2	2	2.87155e-13	605.376	0
2.21621	1	3	3	4.44502e-14	93.7092	0
2.21721	1	1	1	1.33672e-13	281.805	0
2.21721	1	2	2	2.87139e-13	605.343	0
2.21721	1	3	3	4.44543e-14	93.7179	0
2.21821	1	1	1	1.33671e-13	281.803	0
2.21821	1	2	2	2.87123e-13	605.309	0
2.21821	1	3	3	4.44584e-14	93.7266	0
2.21921	1	1	1	1.33669e-13	281.8	0
2.21921	1	2	2	2.87108e-13	605.276	0
2.21921	1	3	3	4.44626e-14	93.7353	0
2.22021	1	1	1	1.33668e-13	281.797	0
2.22021	1	2	2	2.87092e-13	605.242	0
2.22021	1	3	3	4.44667e-14	93.744	0
2.22121	1	1	1	1.33667e-13	281.794	0
2.22121	1	2	2	2.87076e-13	605.209	0
2.22121	1	3	3	4.44708e-14	93.7527	0
2.22221	1	1	1	1.33665e-13	281.791	0
2.22221	1	2	2	2.8706e-13	605.175	0
2.22221	1	3	3	4.4475e-14	93.7614	0
2.22321	1	1	1	1.33664e-13	281.789	0
2.22321	1	2	2	2.87044e-13	605.142	0
2.22321	1	3	3	4.44791e-14	93.7702	0
2.22421	1	1	1	1.33663e-13	281.786	0
2.22421	1	2	2	2.87028e-13	605.108	0
2.22421	1	3	3	4.44832e-14	93.7789	0
2.22521	1	1	1	1.33661e-13	281.783	0
2.22521	1	2	2	2.87012e-13	605.075	0
2.22521	1	3	3	4.44874e-14	93.7876	0
2.22621	1	1	1	1.3366e-13	281.78	0
2.22621	1	2	2	2.86996e-13	605.041	0
2.22621	1	3	3	4.44915e-14	93.7963	0
2.22721	1	1	1	1.33659e-13	281.777	0
2.22721	1	2	2	2.8698e-13	605.008	0
2.22721	1	3	3	4.44956e-14	93.805	0
2.22821	1	1	1	1.33657e-13	281.775	0
2.22821	1	2	2	2.86965e-13	604.974	0
2.22821	1	3	3	4.44997e-14	93.8137	0
2.22921	1	1	1	1.33656e-13	281.772	0
2.22921	1	2	2	2.86949e-13	604.941	0
2.22921	1	3	3	4.45039e-14	93.8224	0
2.23021	1	1	1	1.33655e-13	281.769	0
2.23021	1	2	2	2.86933e-13	604.907	0
2.23021	1	3	3	4.4508e-14	93.8311	0
2.23121	1	1	1	1.33653e-13	281.766	0
2.23121	1	2	2	2.86917e-13	604.874	0
2.23121	1	3	3	4.45122e-14	93.8399	0
2.23221	1	1	1	1.33652e-13	281.763	0
2.23221	1	2	2	2.86901e-13	604.84	0
2.23221	1	3	3	4.45163e-14	93.8486	0
2.23321	1	1	1	1.33651e-13	281.76	0
2.23321	1	2	2	2.86885e-13	604.807	0
2.23321	1	3	3	4.45204e-14	93.8573	0
2.23421	1	1	1	1.33649e-13	281.758	0
2.23421	1	2	2	2.86869e-13	604.773	0
2.23421	1	3	3	4.45246e-14	93.866	0
2.23521	1	1	1	1.33648e-13	281.755	0
2.23521	1	2	2	2.86853e-13	604.739	0
2.23521	1	3	3	4.45287e-14	93.8747	0
2.23621	1	1	1	1.33647e-13	281.752	0
2.23621	1	2	2	2.86837e-13	604.706	0
2.23621	1	3	3	4.45328e-14	93.8835	0
2.23721	1	1	1	1.33645e-13	281.749	0
2.23721	1	2	2	2.86821e-13	604.672	0
2.23721	1	3	3	4.4537e-14	93.8922	0
2.23821	1	1	1	1.33644e-13	281.746	0
2.23821	1	2	2	2.86805e-13	604.639	0
2.23821	1	3	3	4.45411e-14	93.9009	0
2.23921	1	1	1	1.33643e-13	281.743	0
2.23921	1	2	2	2.86789e-13	604.605	0
2.23921	1	3	3	4.45453e-14	93.9096	0
2.24021	1	1	1	1.33641e-13	281.74	0
2.24021	1	2	2	2.86773e-13	604.571	0
2.24021	1	3	3	4.45494e-14	93.9184	0
2.24121	1	1	1	1.3364e-13	281.738	0
2.24121	1	2	2	2.86757e-13	604.538	0
2.24121	1	3	3	4.45535e-14	93.9271	0
2.24221	1	1	1	1.33638e-13	281.735	0
2.24221	1	2	2	2.86741e-13	604.504	0
2.24221	1	3	3	4.45577e-14	93.9358	0
2.24321	1	1	1	1.33637e-13	281.732	0
2.24321	1	2	2	2.86725e-13	604.47	0
2.24321	1	3	3	4.45618e-14	93.9446	0
2.24421	1	1	1	1.33636e-13	281.729	0
2.24421	1	2	2	2.8671e-13	604.437	0
2.24421	1	3	3	4.4566e-14	93.9533	0
2.24521	1	1	1	1.33634e-13	281.726	0
2.24521	1	2	2	2.86694e-13	604.403	0
2.24521	1	3	3	4.45701e-14	93.962	0
2.24621	1	1	1	1.33633e-13	281.723	0
2.24621	1	2	2	2.86678e-13	604.369	0
2.24621	1	3	3	4.45742e-14	93.9708	0
2.24721	1	1	1	1.33632e-13	281.72	0
2.24721	1	2	2	2.86662e-13	604.336	0
2.24721	1	3	3	4.45784e-14	93.9795	0
2.24821	1	1	1	1.3363e-13	281.717	0
2.24821	1	2	2	2.86646e-13	604.302	0
2.24821	1	3	3	4.45825e-14	93.9882	0
2.24921	1	1	1	1.33629e-13	281.714	0
2.24921	1	2	2	2.8663e-13	604.268	0
2.24921	1	3	3	4.45867e-14	93.997	0
2.25021	1	1	1	1.33627e-13	281.711	0
2.25021	1	2	2	2.86614e-13	604.235	0
2.25021	1	3	3	4.45908e-14	94.0057	0
2.25121	1	1	1	1.33626e-13	281.709	0
2.25121	1	2	2	2.86598e-13	604.201	0
2.25121	1	3	3	4.4595e-14	94.0144	0
2.25221	1	1	1	1.33625e-13	281.706	0
2.25221	1	2	2	2.86582e-13	604.167	0
2.25221	1	3	3	4.45991e-14	94.0232	0
2.25321	1	1	1	1.33623e-13	281.703	0
2.25321	1	2	2	2.86566e-13	604.134	0
2.25321	1	3	3	4.46033e-14	94.0319	0
2.25421	1	1	1	1.33622e-13	281.7	0
2.25421	1	2	2	2.8655e-13	604.1	0
2.25421	1	3	3	4.46074e-14	94.0407	0
2.25521	1	1	1	1.33621e-13	281.697	0
2.25521	1	2	2	2.86534e-13	604.066	0
2.25521	1	3	3	4.46116e-14	94.0494	0
2.25621	1	1	1	1.33619e-13	281.694	0
2.25621	1	2	2	2.86518e-13	604.032	0
2.25621	1	3	3	4.46157e-14	94.0582	0
2.25721	1	1	1	1.33618e-13	281.691	0
2.25721	1	2	2	2.86502e-13	603.999	0
2.25721	1	3	3	4.46199e-14	94.0669	0
2.25821	1	1	1	1.33616e-13	281.688	0
2.25821	1	2	2	2.86486e-13	603.965	0
2.25821	1	3	3	4.4624e-14	94.0757	0
2.25921	1	1	1	1.33615e-13	281.685	0
2.25921	1	2	2	2.8647e-13	603.931	0
2.25921	1	3	3	4.46282e-14	94.0844	0
2.26021	1	1	1	1.33614e-13	281.682	0
2.26021	1	2	2	2.86454e-13	603.897	0
2.26021	1	3	3	4.46323e-14	94.0932	0
2.26121	1	1	1	1.33612e-13	281.679	0
2.26121	1	2	2	2.86438e-13	603.863	0
2.26121	1	3	3	4.46365e-14	94.1019	0
2.26221	1	1	1	1.33611e-13	281.676	0
2.26221	1	2	2	2.86422e-13	603.83	0
2.26221	1	3	3	4.46406e-14	94.1107	0
2.26321	1	1	1	1.33609e-13	281.673	0
2.26321	1	2	2	2.86406e-13	603.796	0
2.26321	1	3	3	4.46448e-14	94.1194	0
2.26421	1	1	1	1.33608e-13	281.67	0
2.26421	1	2	2	2.86389e-13	603.762	0
2.26421	1	3	3	4.46489e-14	94.1282	0
2.26521	1	1	1	1.33607e-13	281.667	0
2.26521	1	2	2	2.86373e-13	603.728	0
2.26521	1	3	3	4.46531e-14	94.1369	0
2.26621	1	1	1	1.33605e-13	281.664	0
2.26621	1	2	2	2.86357e-13	603.694	0
2.26621	1	3	3	4.46572e-14	94.1457	0
2.26721	1	1	1	1.33604e-13	281.661	0
2.26721	1	2	2	2.86341e-13	603.661	0
2.26721	1	3	3	4.46614e-14	94.1545	0
2.26821	1	1	1	1.33602e-13	281.658	0
2.26821	1	2	2	2.86325e-13	603.627	0
2.26821	1	3	3	4.46655e-14	94.1632	0
2.26921	1	1	1	1.33601e-13	281.655	0
2.26921	1	2	2	2.86309e-13	603.593	0
2.26921	1	3	3	4.46697e-14	94.172	0
2.27021	1	1	1	1.33599e-13	281.652	0
2.27021	1	2	2	2.86293e-13	603.559	0
2.27021	1	3	3	4.46739e-14	94.1808	0
2.27121	1	1	1	1.33598e-13	281.649	0
2.27121	1	2	2	2.86277e-13	603.525	0
2.27121	1	3	3	4.4678e-14	94.1895	0
2.27221	1	1	1	1.33597e-13	281.646	0
2.27221	1	2	2	2.86261e-13	603.491	0
2.27221	1	3	3	4.46822e-14	94.1983	0
2.27321	1	1	1	1.33595e-13	281.643	0
2.27321	1	2	2	2.86245e-13	603.457	0
2.27321	1	3	3	4.46863e-14	94.2071	0
2.27421	1	1	1	1.33594e-13	281.64	0
2.27421	1	2	2	2.86229e-13	603.424	0
2.27421	1	3	3	4.46905e-14	94.2158	0
2.27521	1	1	1	1.33592e-13	281.637	0
2.27521	1	2	2	2.86213e-13	603.39	0
2.27521	1	3	3	4.46947e-14	94.2246	0
2.27621	1	1	1	1.33591e-13	281.634	0
2.27621	1	2	2	2.86197e-13	603.356	0
2.27621	1	3	3	4.46988e-14	94.2334	0
2.27721	1	1	1	1.3359e-13	281.631	0
2.27721	1	2	2	2.86181e-13	603.322	0
2.27721	1	3	3	4.4703e-14	94.2421	0
2.27821	1	1	1	1.33588e-13	281.628	0
2.27821	1	2	2	2.86165e-13	603.288	0
2.27821	1	3	3	4.47071e-14	94.2509	0
2.27921	1	1	1	1.33587e-13	281.625	0
2.27921	1	2	2	2.86148e-13	603.254	0
2.27921	1	3	3	4.47113e-14	94.2597	0
2.28021	1	1	1	1.33585e-13	281.622	0
2.28021	1	2	2	2.86132e-13	603.22	0
2.28021	1	3	3	4.47155e-14	94.2685	0
2.28121	1	1	1	1.33584e-13	281.619	0
2.28121	1	2	2	2.86116e-13	603.186	0
2.28121	1	3	3	4.47196e-14	94.2772	0
2.28221	1	1	1	1.33582e-13	281.616	0
2.28221	1	2	2	2.861e-13	603.152	0
2.28221	1	3	3	4.47238e-14	94.286	0
2.28321	1	1	1	1.33581e-13	281.613	0
2.28321	1	2	2	2.86084e-13	603.118	0
2.28321	1	3	3	4.4728e-14	94.2948	0
2.28421	1	1	1	1.33579e-13	281.61	0
2.28421	1	2	2	2.86068e-13	603.084	0
2.28421	1	3	3	4.47321e-14	94.3036	0
2.28521	1	1	1	1.33578e-13	281.607	0
2.28521	1	2	2	2.86052e-13	603.05	0
2.28521	1	3	3	4.47363e-14	94.3124	0
2.28621	1	1	1	1.33577e-13	281.604	0
2.28621	1	2	2	2.86036e-13	603.016	0
2.28621	1	3	3	4.47404e-14	94.3211	0
2.28721	1	1	1	1.33575e-13	281.601	0
2.28721	1	2	2	2.8602e-13	602.982	0
2.28721	1	3	3	4.47446e-14	94.3299	0
2.28821	1	1	1	1.33574e-13	281.598	0
2.28821	1	2	2	2.86003e-13	602.948	0
2.28821	1	3	3	4.47488e-14	94.3387	0
2.28921	1	1	1	1.33572e-13	281.595	0
2.28921	1	2	2	2.85987e-13	602.914	0
2.28921	1	3	3	4.4753e-14	94.3475	0
2.29021	1	1	1	1.33571e-13	281.592	0
2.29021	1	2	2	2.85971e-13	602.88	0
2.29021	1	3	3	4.47571e-14	94.3563	0
2.29121	1	1	1	1.33569e-13	281.589	0
2.29121	1	2	2	2.85955e-13	602.846	0
2.29121	1	3	3	4.47613e-14	94.3651	0
2.29221	1	1	1	1.33568e-13	281.586	0
2.29221	1	2	2	2.85939e-13	602.812	0
2.29221	1	3	3	4.47655e-14	94.3739	0
2.29321	1	1	1	1.33566e-13	281.583	0
2.29321	1	2	2	2.85923e-13	602.778	0
2.29321	1	3	3	4.47696e-14	94.3827	0
2.29421	1	1	1	1.33565e-13	281.579	0
2.29421	1	2	2	2.85907e-13	602.744	0
2.29421	1	3	3	4.47738e-14	94.3915	0
2.29521	1	1	1	1.33563e-13	281.576	0
2.29521	1	2	2	2.85891e-13	602.71	0
2.29521	1	3	3	4.4778e-14	94.4003	0
2.29621	1	1	1	1.33562e-13	281.573	0
2.29621	1	2	2	2.85874e-13	602.676	0
2.29621	1	3	3	4.47821e-14	94.409	0
2.29721	1	1	1	1.3356e-13	281.57	0
2.29721	1	2	2	2.85858e-13	602.642	0
2.29721	1	3	3	4.47863e-14	94.4178	0
2.29821	1	1	1	1.33559e-13	281.567	0
2.29821	1	2	2	2.85842e-13	602.608	0
2.29821	1	3	3	4.47905e-14	94.4266	0
2.29921	1	1	1	1.33558e-13	281.564	0
2.29921	1	2	2	2.85826e-13	602.574	0
2.29921	1	3	3	4.47947e-14	94.4354	0
2.30021	1	1	1	1.33556e-13	281.561	0
2.30021	1	2	2	2.8581e-13	602.54	0
2.30021	1	3	3	4.47988e-14	94.4442	0
2.30121	1	1	1	1.33555e-13	281.558	0
2.30121	1	2	2	2.85794e-13	602.506	0
2.30121	1	3	3	4.4803e-14	94.453	0
2.30221	1	1	1	1.33553e-13	281.555	0
2.30221	1	2	2	2.85777e-13	602.472	0
2.30221	1	3	3	4.48072e-14	94.4618	0
2.30321	1	1	1	1.33552e-13	281.552	0
2.30321	1	2	2	2.85761e-13	602.438	0
2.30321	1	3	3	4.48114e-14	94.4707	0
2.30421	1	1	1	1.3355e-13	281.548	0
2.30421	1	2	2	2.85745e-13	602.403	0
2.30421	1	3	3	4.48155e-14	94.4795	0
2.30521	1	1	1	1.33549e-13	281.545	0
2.30521	1	2	2	2.85729e-13	602.369	0
2.30521	1	3	3	4.48197e-14	94.4883	0
2.30621	1	1	1	1.33547e-13	281.542	0
2.30621	1	2	2	2.85713e-13	602.335	0
2.30621	1	3	3	4.48239e-14	94.4971	0
2.30721	1	1	1	1.33546e-13	281.539	0
2.30721	1	2	2	2.85696e-13	602.301	0
2.30721	1	3	3	4.48281e-14	94.5059	0
2.30821	1	1	1	1.33544e-13	281.536	0
2.30821	1	2	2	2.8568e-13	602.267	0
2.30821	1	3	3	4.48323e-14	94.5147	0
2.30921	1	1	1	1.33543e-13	281.533	0
2.30921	1	2	2	2.85664e-13	602.233	0
2.30921	1	3	3	4.48364e-14	94.5235	0
2.31021	1	1	1	1.33541e-13	281.53	0
2.31021	1	2	2	2.85648e-13	602.199	0
2.31021	1	3	3	4.48406e-14	94.5323	0
2.31121	1	1	1	1.3354e-13	281.526	0
2.31121	1	2	2	2.85632e-13	602.164	0
2.31121	1	3	3	4.48448e-14	94.5411	0
2.31221	1	1	1	1.33538e-13	281.523	0
2.31221	1	2	2	2.85615e-13	602.13	0
2.31221	1	3	3	4.4849e-14	94.5499	0
2.31321	1	1	1	1.33537e-13	281.52	0
2.31321	1	2	2	2.85599e-13	602.096	0
2.31321	1	3	3	4.48532e-14	94.5588	0
2.31421	1	1	1	1.33535e-13	281.517	0
2.31421	1	2	2	2.85583e-13	602.062	0
2.31421	1	3	3	4.48573e-14	94.5676	0
2.31521	1	1	1	1.33534e-13	281.514	0
2.31521	1	2	2	2.85567e-13	602.028	0
2.31521	1	3	3	4.48615e-14	94.5764	0
2.31621	1	1	1	1.33532e-13	281.511	0
2.31621	1	2	2	2.85551e-13	601.993	0
2.31621	1	3	3	4.48657e-14	94.5852	0
2.31721	1	1	1	1.33531e-13	281.507	0
2.31721	1	2	2	2.85534e-13	601.959	0
2.31721	1	3	3	4.48699e-14	94.594	0
2.31821	1	1	1	1.33529e-13	281.504	0
2.31821	1	2	2	2.85518e-13	601.925	0
2.31821	1	3	3	4.48741e-14	94.6029	0
2.31921	1	1	1	1.33528e-13	281.501	0
2.31921	1	2	2	2.85502e-13	601.891	0
2.31921	1	3	3	4.48783e-14	94.6117	0
2.32021	1	1	1	1.33526e-13	281.498	0
2.32021	1	2	2	2.85486e-13	601.857	0
2.32021	1	3	3	4.48825e-14	94.6205	0
2.32121	1	1	1	1.33525e-13	281.495	0
2.32121	1	2	2	2.85469e-13	601.822	0
2.32121	1	3	3	4.48866e-14	94.6293	0
2.32221	1	1	1	1.33523e-13	281.491	0
2.32221	1	2	2	2.85453e-13	601.788	0
2.32221	1	3	3	4.48908e-14	94.6382	0
2.32321	1	1	1	1.33522e-13	281.488	0
2.32321	1	2	2	2.85437e-13	601.754	0
2.32321	1	3	3	4.4895e-14	94.647	0
2.32421	1	1	1	1.3352e-13	281.485	0
2.32421	1	2	2	2.85421e-13	601.72	0
2.32421	1	3	3	4.48992e-14	94.6558	0
2.32521	1	1	1	1.33519e-13	281.482	0
2.32521	1	2	2	2.85404e-13	601.685	0
2.32521	1	3	3	4.49034e-14	94.6647	0
2.32621	1	1	1	1.33517e-13	281.479	0
2.32621	1	2	2	2.85388e-13	601.651	0
2.32621	1	3	3	4.49076e-14	94.6735	0
2.32721	1	1	1	1.33515e-13	281.475	0
2.32721	1	2	2	2.85372e-13	601.617	0
2.32721	1	3	3	4.49118e-14	94.6823	0
2.32821	1	1	1	1.33514e-13	281.472	0
2.32821	1	2	2	2.85356e-13	601.582	0
2.32821	1	3	3	4.4916e-14	94.6912	0
2.32921	1	1	1	1.33512e-13	281.469	0
2.32921	1	2	2	2.85339e-13	601.548	0
2.32921	1	3	3	4.49202e-14	94.7	0
2.33021	1	1	1	1.33511e-13	281.466	0
2.33021	1	2	2	2.85323e-13	601.514	0
2.33021	1	3	3	4.49243e-14	94.7088	0
2.33121	1	1	1	1.33509e-13	281.462	0
2.33121	1	2	2	2.85307e-13	601.479	0
2.33121	1	3	3	4.49285e-14	94.7177	0
2.33221	1	1	1	1.33508e-13	281.459	0
2.33221	1	2	2	2.8529e-13	601.445	0
2.33221	1	3	3	4.49327e-14	94.7265	0
2.33321	1	1	1	1.33506e-13	281.456	0
2.33321	1	2	2	2.85274e-13	601.411	0
2.33321	1	3	3	4.49369e-14	94.7353	0
2.33421	1	1	1	1.33505e-13	281.453	0
2.33421	1	2	2	2.85258e-13	601.377	0
2.33421	1	3	3	4.49411e-14	94.7442	0
2.33521	1	1	1	1.33503e-13	281.449	0
2.33521	1	2	2	2.85242e-13	601.342	0
2.33521	1	3	3	4.49453e-14	94.753	0
2.33621	1	1	1	1.33502e-13	281.446	0
2.33621	1	2	2	2.85225e-13	601.308	0
2.33621	1	3	3	4.49495e-14	94.7619	0
2.33721	1	1	1	1.335e-13	281.443	0
2.33721	1	2	2	2.85209e-13	601.273	0
2.33721	1	3	3	4.49537e-14	94.7707	0
2.33821	1	1	1	1.33499e-13	281.44	0
2.33821	1	2	2	2.85193e-13	601.239	0
2.33821	1	3	3	4.49579e-14	94.7796	0
2.33921	1	1	1	1.33497e-13	281.436	0
2.33921	1	2	2	2.85176e-13	601.205	0
2.33921	1	3	3	4.49621e-14	94.7884	0
2.34021	1	1	1	1.33495e-13	281.433	0
2.34021	1	2	2	2.8516e-13	601.17	0
2.34021	1	3	3	4.49663e-14	94.7973	0
2.34121	1	1	1	1.33494e-13	281.43	0
2.34121	1	2	2	2.85144e-13	601.136	0
2.34121	1	3	3	4.49705e-14	94.8061	0
2.34221	1	1	1	1.33492e-13	281.427	0
2.34221	1	2	2	2.85127e-13	601.102	0
2.34221	1	3	3	4.49747e-14	94.815	0
2.34321	1	1	1	1.33491e-13	281.423	0
2.34321	1	2	2	2.85111e-13	601.067	0
2.34321	1	3	3	4.49789e-14	94.8238	0
2.34421	1	1	1	1.33489e-13	281.42	0
2.34421	1	2	2	2.85095e-13	601.033	0
2.34421	1	3	3	4.49831e-14	94.8327	0
2.34521	1	1	1	1.33488e-13	281.417	0
2.34521	1	2	2	2.85079e-13	600.998	0
2.34521	1	3	3	4.49873e-14	94.8415	0
2.34621	1	1	1	1.33486e-13	281.413	0
2.34621	1	2	2	2.85062e-13	600.964	0
2.34621	1	3	3	4.49915e-14	94.8504	0
2.34721	1	1	1	1.33485e-13	281.41	0
2.34721	1	2	2	2.85046e-13	600.929	0
2.34721	1	3	3	4.49957e-14	94.8593	0
2.34821	1	1	1	1.33483e-13	281.407	0
2.34821	1	2	2	2.8503e-13	600.895	0
2.34821	1	3	3	4.49999e-14	94.8681	0
2.34921	1	1	1	1.33481e-13	281.403	0
2.34921	1	2	2	2.85013e-13	600.861	0
2.34921	1	3	3	4.50041e-14	94.877	0
2.35021	1	1	1	1.3348e-13	281.4	0
2.35021	1	2	2	2.84997e-13	600.826	0
2.35021	1	3	3	4.50083e-14	94.8858	0
2.35121	1	1	1	1.33478e-13	281.397	0
2.35121	1	2	2	2.8498e-13	600.792	0
2.35121	1	3	3	4.50125e-14	94.8947	0
2.35221	1	1	1	1.33477e-13	281.393	0
2.35221	1	2	2	2.84964e-13	600.757	0
2.35221	1	3	3	4.50167e-14	94.9036	0
2.35321	1	1	1	1.33475e-13	281.39	0
2.35321	1	2	2	2.84948e-13	600.723	0
2.35321	1	3	3	4.50209e-14	94.9124	0
2.35421	1	1	1	1.33473e-13	281.387	0
2.35421	1	2	2	2.84931e-13	600.688	0
2.35421	1	3	3	4.50251e-14	94.9213	0
2.35521	1	1	1	1.33472e-13	281.383	0
2.35521	1	2	2	2.84915e-13	600.654	0
2.35521	1	3	3	4.50293e-14	94.9302	0
2.35621	1	1	1	1.3347e-13	281.38	0
2.35621	1	2	2	2.84899e-13	600.619	0
2.35621	1	3	3	4.50335e-14	94.939	0
2.35721	1	1	1	1.33469e-13	281.377	0
2.35721	1	2	2	2.84882e-13	600.585	0
2.35721	1	3	3	4.50377e-14	94.9479	0
2.35821	1	1	1	1.33467e-13	281.373	0
2.35821	1	2	2	2.84866e-13	600.55	0
2.35821	1	3	3	4.5042e-14	94.9568	0
2.35921	1	1	1	1.33466e-13	281.37	0
2.35921	1	2	2	2.8485e-13	600.516	0
2.35921	1	3	3	4.50462e-14	94.9656	0
2.36021	1	1	1	1.33464e-13	281.367	0
2.36021	1	2	2	2.84833e-13	600.481	0
2.36021	1	3	3	4.50504e-14	94.9745	0
2.36121	1	1	1	1.33462e-13	281.363	0
2.36121	1	2	2	2.84817e-13	600.447	0
2.36121	1	3	3	4.50546e-14	94.9834	0
2.36221	1	1	1	1.33461e-13	281.36	0
2.36221	1	2	2	2.848e-13	600.412	0
2.36221	1	3	3	4.50588e-14	94.9923	0
2.36321	1	1	1	1.33459e-13	281.357	0
2.36321	1	2	2	2.84784e-13	600.377	0
2.36321	1	3	3	4.5063e-14	95.0012	0
2.36421	1	1	1	1.33458e-13	281.353	0
2.36421	1	2	2	2.84768e-13	600.343	0
2.36421	1	3	3	4.50672e-14	95.01	0
2.36521	1	1	1	1.33456e-13	281.35	0
2.36521	1	2	2	2.84751e-13	600.308	0
2.36521	1	3	3	4.50714e-14	95.0189	0
2.36621	1	1	1	1.33454e-13	281.347	0
2.36621	1	2	2	2.84735e-13	600.274	0
2.36621	1	3	3	4.50756e-14	95.0278	0
2.36721	1	1	1	1.33453e-13	281.343	0
2.36721	1	2	2	2.84718e-13	600.239	0
2.36721	1	3	3	4.50799e-14	95.0367	0
2.36821	1	1	1	1.33451e-13	281.34	0
2.36821	1	2	2	2.84702e-13	600.205	0
2.36821	1	3	3	4.50841e-14	95.0456	0
2.36921	1	1	1	1.3345e-13	281.336	0
2.36921	1	2	2	2.84686e-13	600.17	0
2.36921	1	3	3	4.50883e-14	95.0544	0
2.37021	1	1	1	1.33448e-13	281.333	0
2.37021	1	2	2	2.84669e-13	600.135	0
2.37021	1	3	3	4.50925e-14	95.0633	0
2.37121	1	1	1	1.33446e-13	281.33	0
2.37121	1	2	2	2.84653e-13	600.101	0
2.37121	1	3	3	4.50967e-14	95.0722	0
2.37221	1	1	1	1.33445e-13	281.326	0
2.37221	1	2	2	2.84636e-13	600.066	0
2.37221	1	3	3	4.51009e-14	95.0811	0
2.37321	1	1	1	1.33443e-13	281.323	0
2.37321	1	2	2	2.8462e-13	600.032	0
2.37321	1	3	3	4.51051e-14	95.09	0
2.37421	1	1	1	1.33441e-13	281.319	0
2.37421	1	2	2	2.84604e-13	599.997	0
2.37421	1	3	3	4.51094e-14	95.0989	0
2.37521	1	1	1	1.3344e-13	281.316	0
2.37521	1	2	2	2.84587e-13	599.962	0
2.37521	1	3	3	4.51136e-14	95.1078	0
2.37621	1	1	1	1.33438e-13	281.313	0
2.37621	1	2	2	2.84571e-13	599.928	0
2.37621	1	3	3	4.51178e-14	95.1167	0
2.37721	1	1	1	1.33437e-13	281.309	0
2.37721	1	2	2	2.84554e-13	599.893	0
2.37721	1	3	3	4.5122e-14	95.1256	0
2.37821	1	1	1	1.33435e-13	281.306	0
2.37821	1	2	2	2.84538e-13	599.858	0
2.37821	1	3	3	4.51262e-14	95.1345	0
2.37921	1	1	1	1.33433e-13	281.302	0
2.37921	1	2	2	2.84521e-13	599.824	0
2.37921	1	3	3	4.51305e-14	95.1434	0
2.38021	1	1	1	1.33432e-13	281.299	0
2.38021	1	2	2	2.84505e-13	599.789	0
2.38021	1	3	3	4.51347e-14	95.1523	0
2.38121	1	1	1	1.3343e-13	281.295	0
2.38121	1	2	2	2.84488e-13	599.754	0
2.38121	1	3	3	4.51389e-14	95.1612	0
2.38221	1	1	1	1.33428e-13	281.292	0
2.38221	1	2	2	2.84472e-13	599.72	0
2.38221	1	3	3	4.51431e-14	95.1701	0
2.38321	1	1	1	1.33427e-13	281.288	0
2.38321	1	2	2	2.84456e-13	599.685	0
2.38321	1	3	3	4.51473e-14	95.179	0
2.38421	1	1	1	1.33425e-13	281.285	0
2.38421	1	2	2	2.84439e-13	599.65	0
2.38421	1	3	3	4.51516e-14	95.1879	0
2.38521	1	1	1	1.33424e-13	281.282	0
2.38521	1	2	2	2.84423e-13	599.615	0
2.38521	1	3	3	4.51558e-14	95.1968	0
2.38621	1	1	1	1.33422e-13	281.278	0
