% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.801	1	1	1	5325.05	0
0.802	1	2	2	5324.01	0
0.803	1	3	3	5323.66	0
0.841	1	1	1	5325.05	0
0.842	1	2	2	5324.01	0
0.843	1	3	3	5323.67	0
0.881	1	1	1	5325.05	0
0.882	1	2	2	5324.01	0
0.883	1	3	3	5323.67	0
0.921	1	1	1	5325.05	0
0.922	1	2	2	5324.01	0
0.923	1	3	3	5323.67	0
0.961	1	1	1	5325.05	0
0.962	1	2	2	5324.01	0
0.963	1	3	3	5323.67	0
1.001	1	1	1	5325.05	0
1.002	1	2	2	5324.01	0
1.003	1	3	3	5323.67	0
1.041	1	1	1	5325.05	0
1.042	1	2	2	5324.01	0
1.043	1	3	3	5323.67	0
1.081	1	1	1	5325.05	0
1.082	1	2	2	5324.01	0
1.083	1	3	3	5323.67	0
1.121	1	1	1	5325.05	0
1.122	1	2	2	5324.01	0
1.123	1	3	3	5323.67	0
1.161	1	1	1	5325.06	0
1.162	1	2	2	5324.01	0
1.163	1	3	3	5323.68	0
1.201	1	1	1	5325.06	0
1.202	1	2	2	5324.01	0
1.203	1	3	3	5323.68	0
1.241	1	1	1	5325.06	0
1.242	1	2	2	5324.01	0
1.243	1	3	3	5323.68	0
1.281	1	1	1	5325.06	0
1.282	1	2	2	5324.01	0
1.283	1	3	3	5323.68	0
1.321	1	1	1	5325.06	0
1.322	1	2	2	5324.01	0
1.323	1	3	3	5323.68	0
1.361	1	1	1	5325.06	0
1.362	1	2	2	5324.01	0
1.363	1	3	3	5323.68	0
1.401	1	1	1	5325.06	0
1.402	1	2	2	5324.01	0
1.403	1	3	3	5323.68	0
1.441	1	1	1	5325.06	0
1.442	1	2	2	5324.01	0
1.443	1	3	3	5323.68	0
1.481	1	1	1	5325.06	0
1.482	1	2	2	5324.01	0
1.483	1	3	3	5323.68	0
1.521	1	1	1	5325.06	0
1.522	1	2	2	5324.01	0
1.523	1	3	3	5323.69	0
1.561	1	1	1	5325.06	0
1.562	1	2	2	5324.01	0
1.563	1	3	3	5323.69	0
1.601	1	1	1	5325.06	0
1.602	1	2	2	5324.01	0
1.603	1	3	3	5323.69	0
1.641	1	1	1	5325.06	0
1.642	1	2	2	5324.01	0
1.643	1	3	3	5323.69	0
1.681	1	1	1	5325.06	0
1.682	1	2	2	5324.01	0
1.683	1	3	3	5323.69	0
1.721	1	1	1	5325.06	0
1.722	1	2	2	5324.01	0
1.723	1	3	3	5323.69	0
1.761	1	1	1	5325.06	0
1.762	1	2	2	5324	0
1.763	1	3	3	5323.69	0
1.801	1	1	1	5325.06	0
1.802	1	2	2	5324	0
1.803	1	3	3	5323.69	0
1.841	1	1	1	5325.06	0
1.842	1	2	2	5324	0
1.843	1	3	3	5323.69	0
1.881	1	1	1	5325.06	0
1.882	1	2	2	5324	0
1.883	1	3	3	5323.7	0
1.921	1	1	1	5325.06	0
1.922	1	2	2	5324	0
1.923	1	3	3	5323.7	0
1.961	1	1	1	5325.06	0
1.962	1	2	2	5324	0
1.963	1	3	3	5323.7	0
2.001	1	1	1	5324.79	0
2.002	1	2	2	5324.03	0
2.003	1	3	3	5325.28	0
2.041	1	1	1	5324.5	0
2.042	1	2	2	5324.03	0
2.043	1	3	3	5325.52	0
2.081	1	1	1	5324.49	0
2.082	1	2	2	5324.03	0
2.083	1	3	3	5325.52	0
2.121	1	1	1	5324.48	0
2.122	1	2	2	5324.02	0
2.123	1	3	3	5325.52	0
2.161	1	1	1	5324.48	0
2.162	1	2	2	5324.01	0
2.163	1	3	3	5325.52	0
2.201	1	1	1	5324.47	0
2.202	1	2	2	5324.01	0
2.203	1	3	3	5325.52	0
2.241	1	1	1	5324.47	0
2.242	1	2	2	5324	0
2.243	1	3	3	5325.53	0
2.281	1	1	1	5324.46	0
2.282	1	2	2	5323.99	0
2.283	1	3	3	5325.53	0
2.321	1	1	1	5324.45	0
2.322	1	2	2	5323.99	0
2.323	1	3	3	5325.53	0
2.361	1	1	1	5324.45	0
2.362	1	2	2	5323.98	0
2.363	1	3	3	5325.53	0
2.401	1	1	1	5324.44	0
2.402	1	2	2	5323.97	0
2.403	1	3	3	5325.53	0
2.441	1	1	1	5324.44	0
2.442	1	2	2	5323.97	0
2.443	1	3	3	5325.53	0
2.481	1	1	1	5324.43	0
2.482	1	2	2	5323.96	0
2.483	1	3	3	5325.54	0
2.521	1	1	1	5324.42	0
2.522	1	2	2	5323.95	0
2.523	1	3	3	5325.54	0
2.561	1	1	1	5324.42	0
2.562	1	2	2	5323.95	0
2.563	1	3	3	5325.54	0
2.601	1	1	1	5324.41	0
2.602	1	2	2	5323.94	0
2.603	1	3	3	5325.54	0
2.641	1	1	1	5324.41	0
2.642	1	2	2	5323.94	0
2.643	1	3	3	5325.54	0
2.681	1	1	1	5324.4	0
2.682	1	2	2	5323.93	0
2.683	1	3	3	5325.54	0
2.721	1	1	1	5324.4	0
2.722	1	2	2	5323.92	0
2.723	1	3	3	5325.55	0
2.761	1	1	1	5324.39	0
2.762	1	2	2	5323.92	0
2.763	1	3	3	5325.55	0
2.801	1	1	1	5324.38	0
2.802	1	2	2	5323.91	0
2.803	1	3	3	5325.55	0
2.841	1	1	1	5324.38	0
2.842	1	2	2	5323.91	0
2.843	1	3	3	5325.55	0
2.881	1	1	1	5324.37	0
2.882	1	2	2	5323.9	0
2.883	1	3	3	5325.55	0
2.921	1	1	1	5324.37	0
2.922	1	2	2	5323.9	0
2.923	1	3	3	5325.56	0
2.961	1	1	1	5324.36	0
2.962	1	2	2	5323.89	0
2.963	1	3	3	5325.56	0
3.001	1	1	1	5324.35	0
3.002	1	2	2	5323.88	0
3.003	1	3	3	5325.56	0
3.041	1	1	1	5324.35	0
3.042	1	2	2	5323.88	0
3.043	1	3	3	5325.56	0
3.081	1	1	1	5324.34	0
3.082	1	2	2	5323.87	0
3.083	1	3	3	5325.56	0
3.121	1	1	1	5324.34	0
3.122	1	2	2	5323.87	0
3.123	1	3	3	5325.56	0
3.161	1	1	1	5324.33	0
3.162	1	2	2	5323.86	0
3.163	1	3	3	5325.57	0
3.201	1	1	1	5324.33	0
3.202	1	2	2	5323.86	0
3.203	1	3	3	5325.57	0
3.241	1	1	1	5324.32	0
3.242	1	2	2	5323.85	0
3.243	1	3	3	5325.57	0
3.281	1	1	1	5324.31	0
3.282	1	2	2	5323.85	0
3.283	1	3	3	5325.57	0
3.321	1	1	1	5324.31	0
3.322	1	2	2	5323.84	0
3.323	1	3	3	5325.57	0
3.361	1	1	1	5324.3	0
3.362	1	2	2	5323.84	0
3.363	1	3	3	5325.58	0
3.401	1	1	1	5324.3	0
3.402	1	2	2	5323.83	0
3.403	1	3	3	5325.58	0
3.441	1	1	1	5324.29	0
3.442	1	2	2	5323.83	0
3.443	1	3	3	5325.58	0
3.481	1	1	1	5324.29	0
3.482	1	2	2	5323.82	0
3.483	1	3	3	5325.58	0
3.521	1	1	1	5324.28	0
3.522	1	2	2	5323.82	0
3.523	1	3	3	5325.58	0
3.561	1	1	1	5324.28	0
3.562	1	2	2	5323.81	0
3.563	1	3	3	5325.59	0
3.601	1	1	1	5324.27	0
3.602	1	2	2	5323.81	0
3.603	1	3	3	5325.59	0
3.641	1	1	1	5324.26	0
3.642	1	2	2	5323.8	0
3.643	1	3	3	5325.59	0
3.681	1	1	1	5324.26	0
3.682	1	2	2	5323.8	0
3.683	1	3	3	5325.59	0
